Time,Voltage
-1.4032000200E-07,0.2289061000
-1.4024000200E-07,0.1796873000
-1.4016000200E-07,0.1343748000
-1.4008000200E-07,0.0999998300
-1.4000000200E-07,0.0812498300
-1.3992000200E-07,0.0773435800
-1.3984000200E-07,0.0835935800
-1.3976000200E-07,0.0929685800
-1.3968000200E-07,0.0999998300
-1.3960000200E-07,0.1007811000
-1.3952000200E-07,0.0960935800
-1.3944000200E-07,0.0914060800
-1.3936000200E-07,0.0921873300
-1.3928000200E-07,0.0999998300
-1.3920000200E-07,0.1132811000
-1.3912000200E-07,0.1273436000
-1.3904000200E-07,0.1351561000
